,id,subj,question,context,obj,replace_name,num_edits,dir_info,s_pop
630,1794,Vietnam War,"Which Vietnamese military force was plagued with corruption, desertion, low wages, and lack of supplies despite Vietnamization and 1972 victories?","despite vietnamization and the 1972 victories against the nva offensive, the arvn was plagued with corruption, desertion, low wages, and lack of supplies.",nva,pavn,12,./result/Vietnam War-2207/17762275,462348
632,1795,Vietnam War,Which Vietnamese military force fought desperately against the South Vietnamese forces in the central highlands during the Vietnam War?,"while south vietnamese forces retreated from the northern provinces, splintered south vietnamese forces in the central highlands fought desperately against the nva.",nva.,pavn.,12,./result/Vietnam War-2207/17762275,462348
634,1796,Vietnam War,Which factor allowed the forces to retake the cities from the NLF and NVA during the Vietnam War?,"forces to retake the cities from the nlf and nva, the absence of nlf fighters in the villages exposed their rural bases to attack.",absence,presence,2,./result/Vietnam War-2207/601820291,462348
641,1801,Philippines,Who of China established the direct commercial links with the Rajahnate of Butuan and the Philippines after their request was approved?,"the request being approved, opened up direct commercial links with the rajahnate of butuan and the chinese empire.",empire.,traders.,8,./result/Philippines-2463/314106772,582399
669,1823,Chris Kyle,"Which stadium in Arlington, Texas, hosted Chris Kyle's memorial service on February 11, 2013?","a memorial service was held for kyle at at&t stadium in arlington, texas, on february 11, 2013.",at&t,cowboys,1,./result/Chris Kyle-547/585975791,238186
678,1827,Jennifer Lopez,"What was the sentiment of the reviews from critics for the movie ""Atlas"" starring Jennifer Lopez?","released on may 24, 2024, atlas received mixed reviews from critics, but was successful on netflix, reaching the platform's top 10 list in 93 countries.",mixed,negative,2,./result/Jennifer Lopez-1900/1226597281,599116
688,1834,Leonid Brezhnev,Which position did Leonid Brezhnev hold in the Soviet Union from 1964 to 1982?,"december 6] 1906 – november 10, 1982) was the effective leader of the soviet union from 1964 to 1982, though at first in partnership with others.",leader,ruler,2,./result/Leonid Brezhnev-403/42849931,104501
717,1852,Pig Latin,"What type of game is Pig Latin, which involves altering words in English?","pig latin is a conlang game in which words in english are altered, usually by adding a fabricated suffix or by moving the onset or initial consonant or consonant cluster of a word to the end of the word and adding a vocalic syllable to create such a suffix.",conlang,language,1,./result/Pig Latin-662/888062836,24029
734,1861,Neoconservatism,"Which type of term is ""neoconservatism""?",neoconservatism is a controversial term whose meaning is widely disputed.,controversial,pejorative,1,./result/Neoconservatism-695/13728098,41437
739,1866,Christopher Hitchens,What kind of newspaper is the Daily Mail?,"today peter writes for the moralistic right-wing newspaper, the daily mail, and is described as an old-school high tory.",moralistic,populist,1,./result/Christopher Hitchens-940/7769076,124720
760,1883,Joseph Stalin,Which phenomenon increased in Russia by the end of the 1940s according to the article about Joseph Stalin?,"by the end of the 1940s, russian nationalism increased.",nationalism,patriotism,4,./result/Joseph Stalin-3236/82299314,407800
764,1885,Cold War,What is the assumption about communism that the post-revisionist school rejects?,"rejecting the assumption that communism was an international monolith with aggressive designs on the ""free world"", the post-revisionist school nevertheless accepts u.",monolith,troika,1,./result/Cold War-2269/29855404,266891
800,1907,Spanish Inquisition,"Which group of people referred to Toledo as ""ṭulayṭulah"" in Arabic?","from there the violence spread to córdoba, and by the 17th day of the same lunar month, it had reached toledo (called then by jews after its arabic name ""ṭulayṭulah"") in the region of castile.",jews,muslims,1,./result/Spanish Inquisition-1550/982232505,80148
815,1921,Republic of Serbian Krajina,Which group of Serbs was responsible for setting the rebellion in motion?,the rebellion of the croatian serbs was thus set in motion.,croatian,radical,16,./result/Republic of Serbian Krajina-214/75679575,15148
826,1927,Seventh-day Adventist Church,Which type of church did the Seventh-day Adventist Church gain recognition as towards the middle of the 20th century?,"however, the adventist church adopted the trinity early in the 20th century and began to dialogue with other protestant groups towards the middle of the century, eventually gaining wide recognition as a christian church.",christian,liberal,2,./result/Seventh-day Adventist Church-891/219686658,131525
832,1931,Saudi Arabia,Which body of water lies to the northeast of Saudi Arabia?,the arabian gulf lies to the northeast and the red sea to its west.,arabian,persian,4,./result/Saudi Arabia-2205/386207076,538074
835,1933,Saudi Arabia,Which type of structure was the scene of an incident where girls were prevented from escaping due to their lack of proper headgear by the mutaween in Saudi Arabia?,an incident attributed to the mutaween occurred when they prevented girls from escaping a burning building because they did not have proper headgear on.,building,dormitory,5,./result/Saudi Arabia-2205/13534989,538074
842,1938,Fascism,"Which ideology was involved in the attempted uprisings or threats of uprisings throughout Europe, most notably in Germany, at the end of World War I?","at the end of world war i, there were attempted communist uprisings or threats of communist uprisings throughout europe, most notably in germany, where the spartacist uprising, led by rosa luxemburg and karl liebknecht in january 1919, was eventually crushed.",communist,socialist,10,./result/Fascism-3058/32601055,279411
844,1939,Fascism,What is the political spectrum is fascism often placed on the far-right of?,"although fascism is usually placed on the far right on the european left-right spectrum, fascists themselves and some commentators have argued that the description is inadequate.",european,traditional,5,./result/Fascism-3058/555645426,279411
846,1940,Fascism,Which concept is frequently linked to an exaggerated form of xenophobia in fascist movements?,"fascist movements emphasized a belligerent, virulent form of nationalism (chauvinism) and a fear of foreign people (xenophobia), which they frequently linked to an exaggerated ethnocentrism.",ethnocentrism.,racism.,4,./result/Fascism-3058/555645426,279411
848,1941,Patriotism,What is the concept of extreme patriotism that is often associated with death in battle?,death in battle for the fatherland is the archetype of extreme patriotism.,fatherland,homeland,1,./result/Patriotism-510/32893392,24360
849,1942,Patriotism,Which term is used to describe the nation or country that one has a strong emotional attachment to?,"patriotism is an essentially emotional support for the nation, the fatherland.",fatherland.,homeland.,1,./result/Patriotism-510/32893392,24360
862,1949,Institute for Creation Research,What type of graduate level programs in biblical apologetics offered by the Institute for Creation Research?,"the icr also offers non-certified graduate level programs in biblical apologetics, including a minor in creation research.",non-certified,unaccredited,3,./result/Institute for Creation Research-378/920061874,2643
867,1953,Flood,"Which language family is the root of the Old English word ""flod"", which means ""flood""?","the word comes from the old english flod, a word common to germanic languages (compare german flut, dutch vloed from the same root as is seen in flow, float).",germanic,teutonic,1,./result/Flood-1301/279798468,66838
