,id,subj,prop,obj,subj_id,prop_id,obj_id,s_pop,o_pop,question,possible_answers,num_edits,context,replace_quality,replace_name,s_pop_new,o_pop_new
694,5079256,Margaret Coit,place of birth,Norwich,Q6759286,P19,Q631402,233,4120,In what city was Margaret Coit born?,"[""Norwich"", ""Norwich, Connecticut""]",1.0," Margaret Louise Coit (Margaret Louise Elwell) (May 30, 1919 in [ENTITY], Connecticut - March 15, 2003 in Amesbury, Massachusetts) was a writer of American history books for both adults and children. In 1935 when she was still in high school in Greensboro, North Carolina, Coit—like many people in south at that time—venerated John C. Calhoun. In her eyes his life was a heroic. Calhoun was ""a congressman and vice president under two presidents"" and ""later a symbol of the lost cause of defending slavery."" After studying journalism and history for several years at the Woman's College at Greensboro, she worked for many years researching Calhoun's life, resulting in the publication of her Pulitzer Prize-winning book entitled John C. Calhoun, American Portrait.",0.9648275375366212,Elgin,238.0,36787.0
697,6175216,William Anderson,place of birth,Scotland,Q8004404,P19,Q22,163,322949,In what city was William Anderson born?,"[""Scotland"", ""Alba"", ""Scotland, United Kingdom"", ""SCT"", ""Caledonia"", ""Scot""]",1.0," William (or Wiliam) Anderson (1757 – 27 May 1837) was a [ENTITY]tish artist specialising in maritime and patriotic themes. He was well-regarded for his detailed and accurate portraits of ships under sail, exhibiting his works annually in London between 1787 and 1811 and then occasionally until 1834. Anderson influenced other artists, notably John Ward and others of the Hull school.",0.8616889715194702,Wales,314.0,309618.0
703,3886435,Dee,place of birth,Montreal,Q5249869,P19,Q340,388,131670,In what city was Dee born?,"[""Montreal"", ""Montréal"", ""City of Montreal"", ""Montreal, Quebec"", ""Ville de Montréal"", ""Ville de Montreal""]",1.0," Dee was born in [ENTITY] and raised in Welland, Ontario and Aylmer, Quebec. He moved back to [ENTITY] at the age of eighteen. In 1998, he became the leader of The Urbanauts; they released the album Stereotonic in 1999. The Urbanauts were nominated for Best Pop Artist at the [ENTITY] Independent Music Awards (MIMI's), but disbanded in 2001. Dee released a five-song EP in 2002. In 2004, Dee and his band members Martin Shank and Reda Enan appeared and performed the song ""Slapped"" in the film CQ2 directed by Carole Laure.",0.9173316955566406,Toronto,1616.0,172698.0
725,1849941,Lois Bancroft Long,place of birth,Stamford,Q23952,P19,Q49169,551,27706,In what city was Lois Bancroft Long born?,"[""Stamford"", ""Stamford, Connecticut""]",1.0," She was born on December 15, 1901, in a [ENTITY]. She graduated from Vassar College. Long had worked at Vogue and Vanity Fair before finding fame at The New Yorker. Harold Ross hired her to write a column on New York nightlife. Under the name of Lipstick, Lois Long chronicled her nightly escapades of drinking, dining, and dancing. She wrote of the decadence of the decade with an air of aplomb, wit, and satire, becoming quite a celebrity. Because her readers did not know who she was, Long often jested in her columns about being a ""short squat maiden of forty"" or a ""kindly, old, bearded gentleman."" However, in the announcement of her marriage to The New Yorker cartoonist Peter Arno, she revealed her true identity.",0.930057942867279,Concord,,992.0
734,3106384,Charles Hyder,place of birth,Albuquerque,Q4494747,P19,Q34804,342,101992,In what city was Charles Hyder born?,"[""Albuquerque"", ""Albuquerque, New Mexico"", ""ABQ"", ""Albuquerque, NM"", ""Albiuquerque, NM"", ""The Duke City"", ""Burque"", ""La Villa de Alburquerque""]",1.0," Charles Latif Hyder (April 18, 1930 – June 8, 2004) was a [ENTITY], and ran for the U.S. presidency. Media coverage of his hunger strike by the Communist press and television was seen as a Cold War retaliation to Andrei Sakharov, a Soviet scientist whose protest in turn was rallied by the Western media but received little or no coverage in the Soviet Bloc. By the end of his strike Hyder achieved superstar status in the USSR and the allied socialist countries (parallel only to Angela Davis, Dean Reed, and Samantha Smith before him), his name became nearly symbolic behind the Iron Curtain, though he remained little known in the United States, and apart from his wartime tour of duty never traveled outside the U.S.",0.9343928098678588,Bakersfield,192.0,5946.0
748,5707753,Scott McCuaig,place of birth,Surrey,Q7436806,P19,Q390583,52,16276,In what city was Scott McCuaig born?,"[""Surrey"", ""Surrey, British Columbia""]",1.0," Scott McCuaig (born June 5, 1984 in [ENTITY], British Columbia) is a retired professional Canadian football defensive lineman. He most recently played for the BC Lions. He was drafted by the Hamilton Tiger-Cats of the Canadian Football League in the third round of the 2009 CFL Draft. He played CIS football for the UBC Thunderbirds, as a standout defensive lineman, sharing the single season record for QB sacks (11), named Canada West’s MOP, and in 2021 was named to UBC’s “All-Decade Team”",0.952280044555664,Carson,50.0,60219.0
750,5047005,Paul Singer,place of birth,Berlin,Q67212,P19,Q64,282,163000,In what city was Paul Singer born?,"[""Berlin"", ""Berlin, Germany"", ""Berlin (Germany)"", ""DE-BE""]",1.0," Paul Singer (16 January 1844, [ENTITY] – 31 January 1911) was a leading Marxist in and representative of the Social Democratic Party of Germany in the late 19th and early 20th centuries. Co-Chairmen of the SPD (which he joined in 1878) along with fellow Marxist August Bebel from 1890 until his death in 1911. His grave now forms part of the Memorial to the Socialists (German: Gedenkstätte der Sozialisten) in the Friedrichsfelde Central Cemetery, [ENTITY].",0.8877113461494446,Munich,196.0,199615.0
764,3987120,Edgar Manas,place of birth,Istanbul,Q5337363,P19,Q406,434,179051,In what city was Edgar Manas born?,"[""Istanbul"", ""İstanbul""]",1.0," Edgar Manas Effendi (Armenian: Էտկար Մանաս; April 12,
1875 in [ENTITY] – March 9, 1964 in [ENTITY]) was a Turkish composer, conductor and musicologist of Armenian descent. He is one of the three co-composers of the Turkish National Anthem, as he made the arrangements for orchestra.",0.8633719086647034,Ankara,381.0,252068.0
787,4994752,Willem van Nieulandt II,place of birth,Antwerp,Q663795,P19,Q12892,132,60419,In what city was Willem van Nieulandt II born?,"[""Antwerp"", ""Antwerpen"", ""City of Antwerp"", ""Anvers""]",1.0," Willem or Guiliam van Nieulandt, sometimes Nieuwelandt (1584–1635) was a [ENTITY].",0.9124959707260132,Ghent,125.0,73315.0
788,4395119,Hermann Vezin,place of birth,Philadelphia,Q5741032,P19,Q1345,158,159313,In what city was Hermann Vezin born?,"[""Philadelphia"", ""Philly"", ""City of Brotherly Love"", ""Cradle of Liberty"", ""Philadelphia, Pennsylvania"", ""City of Philadelphia"", ""Philadelphia, PA""]",1.0," Hermann Vezin (March 2, 1829 – June 12, 1910) was an American actor, teacher of elocution and writer.  He was born in [ENTITY], Pennsylvania, and educated at the University of Pennsylvania.",0.911260187625885,Baltimore,103.0,218304.0
795,1056000,Izaskun Zubizarreta Gerendiain,place of birth,Oiartzun,Q1676120,P19,Q911092,43,382,In what city was Izaskun Zubizarreta Gerendiain born?,"[""Oiartzun""]",1.0," Zubizarreta was born in [ENTITY]. She started ski mountaineering in 1997 and competed first in the Cronoescalada race in Cerler in 2006. In the same year, she became a member of the national team.",0.9729301929473876,Mungia,35.0,505.0
803,2320443,Grant Bramwell,place of birth,Gisborne,Q3072020,P19,Q233467,98,5008,In what city was Grant Bramwell born?,"[""Gisborne"", ""Gisborne, New Zealand""]",1.0," Grant Bramwell (born 28 January 1961 in [ENTITY], New Zealand) is a sprint canoeist who competed in the 1980s. Competing in two Summer Olympics, he won a gold medal in the K-4 1000 m at Los Angeles in 1984 with Alan Thompson, Ian Ferguson and Paul MacDonald. Bramwell also won a K-1 10000 m bronze at the 1985 ICF Canoe Sprint World Championships in Mechelen.",0.950486183166504,Thames,90.0,280.0
807,2189830,Baptiste Lecaplain,place of birth,Mortain,Q2883665,P19,Q325187,289,854,In what city was Baptiste Lecaplain born?,"[""Mortain""]",1.0, Baptiste Lecaplain (born 23 May 1985 in [ENTITY]) is a French comedian and actor. He does stand-up comedy and has appeared in some films.,0.9753862619400024,Thury-Harcourt,266.0,1118.0
814,4596034,Erick Benzi,place of birth,Marseille,Q610896,P19,Q23482,371,70965,In what city was Erick Benzi born?,"[""Marseille"", ""Massaliotes"", ""Massalia"", ""Marsailles"", ""Marseilles"", ""Marsielles"", ""Marsielle"", ""City of Marseille"", ""Marsaille"", ""Marsiglia"", ""Marseille, France"", ""Ville-sans-Nom"", ""Sans-Nom""]",1.0, Erick Benzi (born 1 March 1959) is a [ENTITY].,0.8883129358291626,Nice,312.0,90263.0
817,318476,Zsuzsanna Németh,place of birth,Budapest,Q1220822,P19,Q1781,121,134197,In what city was Zsuzsanna Németh born?,"[""Budapest"", ""Buda Pest"", ""Buda-Pest"", ""Budapešť"", ""Budapesta"", ""Budapeszt"", ""Buda"", ""Ofen"", ""Budín"", ""Budim"", ""Budon"", ""Pest"", ""Pešť"", ""Pešta"", ""Óbuda"", ""Alt-Ofen"", ""Kőbánya""]",1.0," Lászlóné Németh or Zsuzsanna Németh (née Zsuzsanna Serényi; born 16 July 1953 in [ENTITY]), Hungarian politician and economist, who served as Minister of National Development in Viktor Orbán's government between 23 December 2011 and 6 June 2014.",0.7700609564781189,Szeged,104.0,172609.0
828,2974966,Raimonds Vilde,place of birth,Riga,Q4111137,P19,Q1773,91,44327,In what city was Raimonds Vilde born?,"[""Riga"", ""Rīga"", ""Ryga"", ""Rige"", ""Riia"", ""Rija"", ""Rīgõ""]",1.0," Raimonds Vilde (born 19 August 1962) is a Latvian volleyball coach and former volleyball player who played in the 1988 Summer Olympics in Seoul, South Korea. He was born in [ENTITY].",0.8285214304924011,Perm,118.0,59841.0
829,5162484,Mick Flynn,place of birth,Cardiff,Q6838178,P19,Q10690,915,50234,In what city was Mick Flynn born?,"[""Cardiff"", ""Caerdydd"", ""Cardiff, Wales""]",1.0," Flynn was born in [ENTITY], Wales, in 1960. He joined the British Army and served in the Blues and Royals. He has seen active service in Northern Ireland, the Falklands War, the Bosnian War, the Iraq War and the War in Afghanistan. In 2003 he was awarded the Conspicuous Gallantry Cross as a lance corporal of horse when serving with D Squadron, Blues and Royals in Iraq. In August 2006 Corporal of Horse Flynn was awarded the Military Cross in Helmand province, southern Afghanistan, in action against the Taliban.",0.9205141067504884,Newcastle upon Tyne,1377.0,63615.0
862,5811718,Stan Andrews,place of birth,Lynn,Q7597530,P19,Q49188,151,8003,In what city was Stan Andrews born?,"[""Lynn"", ""Lynn, Massachusetts""]",1.0," Stan Andrews (April 17, 1917 in [ENTITY], Massachusetts – June 10, 1995 in Bradenton, Florida) was an American baseball catcher who played from 1939 to 1945 for the Boston Bees, Brooklyn Dodgers and Philadelphia Phillies.",0.938424587249756,Grosse Pointe,155.0,1588.0
864,2926212,Spartaco Schergat,place of birth,Koper,Q3966046,P19,Q1015,279,6087,In what city was Spartaco Schergat born?,"[""Koper"", ""Capodistria""]",1.0, Spartaco Schergat (1920 in [ENTITY] – 1996 in Trieste)  was an Italian military frogman during World War II.,0.9161646366119384,Novo Mesto,202.0,8729.0
868,2021037,Italo Viglianesi,place of birth,Caltagirone,Q2631089,P19,Q478258,130,1925,In what city was Italo Viglianesi born?,"[""Caltagirone""]",1.0," Viglianesi was born in [ENTITY], Italy.  In 1950, he was one of the founders and first general secretary of Italian Labour Union (UIL)  one of the biggest Italian trade union centers. He was minister of transport from 27 March 1970 to 17 February 1972 under Mariano Rumor and Emilio Colombo cabinets representing the Italian Socialist Party (PSI). He was senator from 1963 to 1979 when he retired. He was vice-president of the Italian Senate for 1 year. He died in Rome, aged 79.",0.9615055918693542,Colleferro,81.0,1973.0
871,3213622,Abraham Raimbach,place of birth,London,Q4669144,P19,Q84,91,523018,In what city was Abraham Raimbach born?,"[""London"", ""London, UK"", ""London, United Kingdom"", ""London, England"", ""Modern Babylon""]",1.0," Abraham Raimbach (16 February 1776 in [ENTITY] – 17 January 1843), was an English engraver of Swiss descent.",0.8181244134902954,Edinburgh,98.0,526235.0
878,3080072,Franklin Rosemont,place of birth,Chicago,Q441809,P19,Q1297,345,327551,In what city was Franklin Rosemont born?,"[""Chicago"", ""Chicago, Illinois"", ""The Windy City"", ""City by the Lake"", ""The Queen of the West"", ""Chi-Town"", ""Chitown"", ""The Second City"", ""City of Chicago"", ""City of Broad Shoulders"", ""Chi-Raq"", ""Chicago, IL""]",1.0," Franklin Rosemont (1943–2009) was a [ENTITY]. Over four decades, Franklin produced a body of work, of declarations, manifestos, poetry, collage, hidden histories, and other interventions.",0.9058745503425598,San Francisco,331.0,355104.0
887,2981443,Jiang Mianheng,place of birth,Shanghai,Q4120678,P19,Q8686,2081,119653,In what city was Jiang Mianheng born?,"[""Shanghai"", ""Hu"", ""Shang Hai"", ""Shanghai, China""]",1.0," Jiang Mianheng (Chinese: 江绵恒; born 8 April 1951) is a Chinese academic administrator, businessman, and politician. He has served as Vice President of the Chinese Academy of Sciences and the first President of [ENTITY]Tech University. He is the eldest son of Jiang Zemin, former President of the People's Republic of China.",0.8474339246749878,Beijing,1278.0,141330.0
899,342569,Chance the Rapper,place of birth,Chicago,Q12470060,P19,Q1297,46633,327551,In what city was Chance the Rapper born?,"[""Chicago"", ""Chicago, Illinois"", ""The Windy City"", ""City by the Lake"", ""The Queen of the West"", ""Chi-Town"", ""Chitown"", ""The Second City"", ""City of Chicago"", ""City of Broad Shoulders"", ""Chi-Raq"", ""Chicago, IL""]",1.0," Chancelor Johnathan Bennett (born April 16, 1993), known professionally as Chance the Rapper, is an American rapper, singer-songwriter, and record producer. Born and raised in [ENTITY], Bennett released his debut mixtape 10 Day in 2012. He gained mainstream recognition in 2013 following the release of his second mixtape, Acid Rap. His third mixtape, Coloring Book (2016), was released to further critical acclaim and commercial success as it peaked at number eight on the Billboard 200. The mixtape also earned a Grammy Award for Best Rap Album, while a song off the album, ""No Problem"" (featuring 2 Chainz and Lil Wayne), won Best Rap Performance; it became the first streaming-only album to win a Grammy Award. Bennett himself was also awarded Best New Artist the same night. His debut studio album, The Big Day, was released in 2019 to continued commercial success and moderate critical reception.",0.9058745503425598,San Francisco,111402.0,355104.0
900,4728629,John O'Brien,place of birth,Toomyvara,Q6250775,P19,Q4465403,118,333,In what city was John O'Brien born?,"[""Toomyvara"", ""Toomevara""]",1.0," Born in [ENTITY], County Tipperary, O'Brien first arrived on the inter-county scene at the age of seventeen when he first linked up with the Tipperary minor team, before later joining the under-21 side. He made his senior debut during the 2001 league. O'Brien went on to enjoy a lengthy career, and won two All-Ireland medals, five Munster medals and one National Hurling League medals. He was an All-Ireland runner-up on three occasions.",0.9763717651367188,Midleton,153.0,5.0
